Cutter,Titulo,Descricao,Ano,Autores,Paginas,ISBN,Idioma,Src,bandeja,coluna,estante 
S456,Segundo relatório nacional para a convenção sobre diversidade biológica," O Segundo relatório nacional para a convenção sobre diversidade biológica: Brasil apresenta o grau de implementação da convenção sobre diversidade biológica - CDB no Brasil até dezembro de 2002. Tal publicação contém 377 questões do questionário do Guia para Relatórios Nacionais, estabelecidos pelas partes da convenção (Decisão V/19), respondidas por meio de processos de consulta aos setores gestores da biodiversidade brasileira. A publicação também descreve o processo de elaboração Estratégia Nacional de biodiversidade que culminou na assinatura do Decreto nº 4.339, do presidente da república, o qual instituiu os princípios e as diretrizes da Política Nacional da Biodiversidade, em 22 de agosto de 2002. Os dois processos supracitados foram coordenados pelo Projeto Estratégia Nacional de Diversidade Biológca e Relatório Nacional do Ministério do Meio Ambiente - MMA. Nesse documento, também é apresenta a síntese das cinco avaliações por conjunto dos principais biomas brasileiros (Amazônia, Cerrado & Pantanal, Caatinga, Mata Atlântica & Campos Sulinos e Zonas Costeiras & Marinas), coordenadas pelo projeto de conservação e utilização sustentável da diversidade biológica brasileira - PROBIO do MMA, entre 1998 e 2000. Essas avaliações, que contaram com a participação de gestores governamentais, acadêmicos e representantes de organizações não-governamentais, resultaram na indicação de 900 áreas prioritárias para a conservação, utilização sustentável e repartição de benefícios da biodiversidade brasileira.", 2004,, 347, 85-8416-669-7, Português,http://arquivos.biblioceeteps.com.br/d/2817.jpg?v=200705100954&w=320,1,1,1
M612e,Tecnologia de Sistemas Distribuídos," Os sistemas informáticos actuais encontram-se num processo rápido de evolução em grande parte provocado pela introdução das redes de computadores e pelos computadores pessoais. A conjugação destes dois desenvolvimentos tecnológicos deu origem aos Sistemas Distribuídos. Esta disciplina, que constitui uma evolução dos sistemas operativos, encontra-se no cerne da alteração radical da forma como se estruturam as aplicações informáticas. A Internet é um exemplo desta evolução de conhecimento do grande público, mas a sua utilização é apenas o início de uma profunda modificação na forma de encarar a Informática. Neste livro explicam-se os elementos fundamentais de um sistema distribuído - as redes de dados, os protocolos de comunicação, a comunicação distribuída, o sistema cliente - servidor, os sistemas de nomes, a segurança, a tolerância a faltas e os sistemas de ficheiros distribuídos. O livro procura ser um texto de nível académico para os estudantes de Engenharia de Informática e de Informática de Gestão e, simultaneamente, um texto para os profissionais de Informática e para todos os interessados pelos sistemas computacionais perceberem o funcionamento intrínseco dos futuros sistemas informáticos.", 1999, José Alves Marques e Paulo Guedes, 501, 97-2722-128-9, Português,http://arquivos.biblioceeteps.com.br/d/35773.jpg?v=201429071253&w=320,1,1,1
A524f,Fundamentos de Sistemática Filogenética, Este livro traz os seguintes assuntos - Sistemática e Diversidade Biológica; Tempo e Forma; Forma e Agrupamentos Taxonômicos; Semelhanças Compartilhadas; Protocolos de análise e Matrizes de Informação; Informação em Cladogramas; Construção de Cladogramas; Noções Básicas sobre Classificações Biológicas; Classificações Filogenéticas; Ordenação do Conhecimento Biológico; Manual de Projetos com Metodologia Filogenética; Métodos Numéricos; e outros. O livro traz ainda exercícios com respostas., 2002, Dalton de Souza Amorim, 154, 978-85-8669-936-8, Português,http://arquivos.biblioceeteps.com.br/d/78064.jpg?v=201509110925&w=320,1,1,1
G853i,Introdução à Genética," “Introdução à Genética” enfatiza a força e a abrangência da abordagem genética na pesquisa biológica e suas aplicações. Em suas muitas edições, o texto foi revisado e atualizado à medida que a força da análise genética tradicional estendeu-se com a introdução da tecnologia do DNA recombinante e em seguida da genômica. Na 10ª edição, incorporamos a prática da genética moderna nos novos capítulos sobre genética de populações e a herança de traços complexos. Principais características: - Capítulos completamente reescritos e atualizados sobre genética de populações, genética quantitativa e genética evolutiva. - Questões sobre as figuras é uma nova série de exercícios, incluída no final de cada capítulo, que contém questões incisivas para os estudantes sobre as figuras apresentadas. - O tópico Problemas Resolvidos, no final de cada capítulo, dá exemplos que ilustram como os geneticistas aplicam os princípios aos dados experimentais. - Como solucionar o problema é uma parte do livro que ajuda os estudantes a aprenderem a usar uma abordagem estratégica para resolver o problema, uma etapa de cada vez, conceito por conceito. - Os Boxes Organismo-modelo são apresentados no contexto apropriado, fornecendo informação adicional sobre o organismo na natureza e seu uso experimental. - Um Guia resumido de organismos-modelo, no final do livro, garante acesso rápido a informações essenciais e práticas sobre os usos de organismos-modelo específicos em estudos de pesquisa. - Um Índice de organismos-modelo, na guarda do livro, cita as páginas do texto em que se encontram referências a organismos específicos, possibilitando aos instrutores e estudantes encontrar com facilidade e obter informação comparativa sobre os organismos. - Uma seção intitulada O que os geneticistas estão fazendo hoje sugere como as técnicas genéticas estão sendo utilizadas atualmente para responder a questões biológicas específicas, como “Qual a ligação entre encurtamento do telômero e envelhecimento?” ou “Como podemos encontrar componentes perdidos em uma via biológica específicos?”.", 2015, Anthony J. F. Griffiths [Et Al], 710, 978-85-2772-191-2, Português,http://arquivos.biblioceeteps.com.br/d/77791.jpg?v=201504110430&w=320,1,1,1
F996b,Biologia Evolutiva," Diante do sucesso da tradução da segunda edição deste livro em 1986, decidimos lançar a terceira edição que incorpora muitas inovações e avanços na biologia evolutiva tais como novas abordagens conceituais em genética de populações e métodos filogenéticos. A biologia evolutiva do desenvolvimento e fisiologia evolutiva esta crescendo com novo vigor e contribuindo para áreas aplicadas, como ciências da saúde, genética humana, agricultura e conservação.Todo professor sabe o quanto é dificil montar um curso para classes de alunos diversificados, dificuldade que é também conhecida por autores de livros textos. O autor deste livro facilitou a abordagem da biologia evolutiva para os leitores enfatizando que este ramo da biologia, com todas as ciências, não é uma coleção estática de fatos e verdades é, ao contrário, dinâmica, dando origem a novas pesquisas e conhecimentos.O objetivo de lançar a nova edição de Biologia Evolutiva foi o de facilitar professores e alunos a manterem-se atualizados neste ramo da ciência.", 2009, Douglas J. Futuyma, 830, 978-85-7747-036-5, Português,http://arquivos.biblioceeteps.com.br/d/77946.jpg?v=201505110637&w=320,1,1,1
T747f,Fundamentos em Ecologia," Ao reunir o essencial dos princípios da ecologia utilizando uma linguagem acessível e instigante, esta obra mantém as características que a consolidaram, chegando à 3ª edição. Ela é, contudo, muito mais do que uma simples atualização: além de um conjunto de exemplos novos cuidadosamente escolhidos e o destaque para as bases da ecologia evolutiva, todos os capítulos foram revisados ou reescritos, especialmente aqueles sobre temas aplicados. ''.", 2010," Colin R. Townsend, Michael Begon e John L. Harper", 576, 978-85-3632-064-9, Português,http://arquivos.biblioceeteps.com.br/d/31364.jpg?v=201430060425&w=320,1,1,1
W728m,O Mundo Sem Nós," São muitas as questões levantadas pelo premiado jornalista Alan Weisman nesta investigação científica. Após entrevistar especialistas - zoólogos, biólogos, engenheiros e paleontólogos, - Weisman faz revelações fascinantes e, ao mesmo tempo, perturbadoras sobre o impacto da humanidade no planeta. Nós fomos responsáveis pela extinção de várias espécies, e a natureza sobreviveu. Mas o que aconteceria se, atacados por um vírus, desaparecêssemos? Quais seriam as primeiras criações humanas a sumir? E as últimas? Misturando ciência e especulação, este livro será, certamente, um clássico.", 2007, Alan Weisman, 384, 85-7665-302-8, Português,http://arquivos.biblioceeteps.com.br/d/141149.jpg?v=201928030413&w=320,1,1,1
B972g,A grande transformação ambiental," A Grande Transformação Ambiental é uma cronologia, de 60 mil a.C. à atualidade, que reúne mais de 1.500 verbetes, dos fatos e eventos que, direta ou indiretamente, marcaram as relações entre o Homem e a Natureza em torno da questão ambiental. O foco principal é o Brasil e, por isso, o período abordado com mais ênfase é o meio milênio de nossa história desde a chegada dos ibéricos ao Novo Mundo. ''.", 2008," Bursztyn, Marcel e  Marcel", 407, 978-85-7617-137-9, Português,http://arquivos.biblioceeteps.com.br/d/23787.jpg?v=201417061115&w=320,1,1,1
P979f,A floresta tropical úmida," A floresta amazônica cobre cerca de 3,7 milhões de Km² do território nacional, somando os cerca de 1,3 milhão de Km²da floresta atlântica, hoje reduzida a pouco mais de 50 mil Km², o Brasil torna-se o primeiro lugar no mundo entre os países possuidores de florestas tropicais úmidas.Foi apenas no começo dos anos 1960, com a política de integrá-la ao restante do país, que estradas - como a Transamazônica -, mineração, barragens hidrelétricas, grandes latifúndios e colonização dirigida contribuíram, em graus distintos, para o desmatamento gradual da floresta e a conseqüente transformação das condições de vida de seus habitantes.Nesse contexto, este livro possibilita a discussão de numerosas situações e experiências. Torna-se importante não só para estudantes e pesquisadores que se dedicam ao estudo da floresta tropical úmida, mas também a todos os que desejam ter acesso à informação científica sobre esse meio, objeto de tanta cobiça e polêmica.", 2008, Henri Puig, 496, 978-85-7060-683-9, Português,http://arquivos.biblioceeteps.com.br/d/5218.jpg?v=201228060208&w=320,1,1,1
H986p,Plant and Planet,, 1978, Anthony Huxley , 461,, Português,http://arquivos.biblioceeteps.com.br/d/36901.jpg?v=201407080209&w=320,1,1,1
E93b,Raven," A nova edição de Raven - Biologia Vegetal reflete o trabalho extensivo dos autores para trazer aos leitores os avanços que têm sido realizados em todas as áreas da Biologia Vegetal. Ocorreram progressos importantes na área da botânica que vão desde os novos detalhes moleculares em fotossíntese até as grandes diferenças nas relações taxonômicas que têm sido mostradas pela comparação das sequências de DNA e RNA, além dos avanços em genômica e engenharia genética e o aprimoramento da compreensão da anatomia e fisiologia das plantas. Esta edição da obra passou pela mais importante revisão de sua história, sendo cada tópico analisado em detalhe, revisto e atualizado quando necessário. Características importantes: a narrativa foi aprimorada, de modo a esclarecer e a expandir as discussões sobre cada assunto; os termos novos foram definidos cuidadosamente; foram adicionados novos diagramas, fotografias e micrografias eletrônicas; cada capítulo agora se inicia com uma fotografia atrativa e uma legenda informativa que relata o conteúdo do capítulo.", 2014, Ray F. Evert e Susan E. Eichhorn, 856, 978-85-2772-362-6, Português,http://arquivos.biblioceeteps.com.br/d/77806.jpg?v=201504110548&w=320,1,1,1
K64,Eugen Warming e o cerrado brasileiro," Neste livro é apresentado, pela primeira vez no Brasil, o material iconográfico levantado por Eugen Warming, famoso botânico dinamarquês, durante sua estada no Brasil, entre os anos de 1863 e 1866. Dele constam fotografias tiradas em Lagoa Santa, desenhos de paisagens e de palntas do cerrado, desenhos de orquídeas e exsicatas de plantas. Além disso, algumas páginas de seu diário inédito encontram-se também aqui publicadas. Uma compilação dos textos de cinco palestras sobre o cerrado, proferidas por eminentes pesquisadores, também compõe o presente volume.Esta publicação pretende não apenas homenagear a figura de Eugen Warming, que, além de ter sido o primeiro a estudar cientificamente o cerrado brasileiro, é mundialmente considerado o fundador da Ecologia Vegetal, mas também resgatar, para as novas gerações, a memória desse notável botânico e a importância de seu trabalho realizado no Brasil.", 2002, Aldo Luiz Klein, 156, 85-7139-354-0, Português,http://arquivos.biblioceeteps.com.br/d/2796.jpg?v=200728090828&w=320,1,1,1
C957r,Os (Des) Caminhos da Educação Profissional e Tecnológica no Estado de São Paulo: das Raízes àS Reformas Neoliberais,, 2008," Silvia Elena de Lima, Salvador dos 	santos filho e Clovis Roberto dos Santos filho", 207,, Português,,1,1,1
A239f,Fauna e Flora Brasileira," Fauna e flora brasileira- século XVIII? publicado pela Fundação Emílio Odebrecht compõe uma importante publicação para as pesquisas históricas e científicas. O livro traz um série de estudos realizados pelo renomado arquiteto e naturalista Antônio José Landin, nascido em Bolonha (Itália), em 1713. Nesse trabalho, Landin permaneceu seis anos na Floresta Amazônica, catalogando e registrando a fauna e flora brasileira. Seu esforço se enquadra em um contexto de desenvolvimento das ciências naturais e em registrar e nomear espécies e tipos através da prática taxonômica O arquiteto e naturalista italiano Antônio José Landi veio ao Brasil em 1756 a pedido de D. João V, de Portugal, Contratado para trabalhar na comissão demarcadora das fronteiras Portuguesas, fixadas pelo tratado de Madri de 1750, estabelecendo-se no Pará e permanecendo na Amazônia por 6 anos. registrando a fauna e a flora da região. Suas representações pictóricas compõem uma documentação de grande valor histórico, científico e artístico. Fauna e Flora Brasileira ? Século XVIII é a reunião do trabalho de Landi, registro fidedigno da grandeza e pujança da Amazônia. Verdadeiro marco nas pesquisas científicas, seus esboços são até hoje considerados valiosos documentos da zoobotânica nacional. Lançada em 1986, em edição bilíngüe (português / inglês), Fauna e Flora Brasileira ? Século XVIII tem pesquisa histórica de Isa Adonias e pesquisa científica de Arline Souza de Oliveira, Carmen Lúcia de Almeida Ferraz, Dante Luís M. Teixeira e Gustavo Wilson Nunam. O prefácio é do paisagista Burle-Marx.", 1986, Isa Adonias, 280, 85-7048-023-7, Inglês/português,http://arquivos.biblioceeteps.com.br/d/39892.jpg?v=201429080133&w=320,1,1,1
F475p,Peixes da zona econômica excluziva da região sudeste-sul do brasil," Este é um inventário de peixes que vivem ao largo da plataforma continental, de tamanho pequeno, com adaptações morfológicas e fisiológicas complexas e pitorescas, ciclo de vida curto e grande biomassa. São importantes para a alimentação dos grandes peixes capturados para alimentação do homem, como os atuns e seus semelhantes. Destina-se a estudantes e profissionais que trabalham na área e a pessoas com curiosidade sobre o assunto.", 2002, Imprensa Oficial, 242, 85-7060-126-3, Português,http://arquivos.biblioceeteps.com.br/d/5224.jpg?v=201228060237&w=320,1,1,1
R433,Resíduos sólidos do saneamento,, 2001, Cleverson Vitório Andreoli (Coord.), 282, 85-8655-219-4, Português,http://arquivos.biblioceeteps.com.br/d/23411.jpg?v=201430060148&w=320,1,1,1
R452,Reverte," Esta edição de Revista de Estudos e Reflexões Tecnológicas da Fatec Indaiatuba traz os seguintes artigos:Criatividade: uma ferramenta indispensável ao profissional inovador;Procedimentos da nova retórica de perelman no artigo de Luiz Felipe de Alencastro;Ensino/Aprendizagem da língua inglesa: mercado de trabalho, dificuldades e motivações;Internet móvel no Brasil: expectativas para a terceira geração de celulares;A mulher negra em cargo de chefia: representações no ambiente de trabalho;Sem teclas e botões é outra escrita;Monografia: uma abordagem sobre o estudo monográfico a partir do ponto de vista do aluno da FATEC-ID;Elaboração de monografia e a questão racial como um tema candente;Desinformática: acesso, excesso e outras faces da exclusão digital;O executivo negro no mercado de trabalho.", 2003, Maria das Graças Junqueira Machado Tomazela e Et. Al.,,, Português,http://arquivos.biblioceeteps.com.br/d/44594.jpg?v=201423090445&w=320,1,1,1
U54ht,História da técnica e da tecnologia no Brasil," Nessa História da Técnica e da Tecnologia no Brasil, os autores oferecem aos interessados no assunto uma perspectiva de tratamento em profundidade, que não dispensa a busca de raízes historicamente constituídas da técnica nas sociedades indígenas, para chegar aos momentosos feitos das tecnologias mais avançadas de nossos tempos.Partindo da distinção entre técnica e tecnologia, o percurso da investigação inclui a transição da técnica para a engenharia do Período Imperial e também destaca os dados históricos mais significativos da passagem dessa engenharia para a tecnologia – na República Velha e no Estado Novo; faz-se ainda a análise dos aspectos destacados na absorção das tecnologias modernas, desde a Segunda Guerra Mundial. Em suas três partes, História da Técnica e da Tecnologia percorre a trajetória da instalação de instituições educacionais nas quais amadureceu o conceito de tecnologia, deixando ver que foram estabelecimentos de ensino que, por primeiro, trabalharam com tecnologia, por meio, principalmente, de disciplinas específicas e da prática de pesquisa e de ensaios tecnológicos. Além disso, a obra recupera o papel da Segunda Guerra Mundial e, especificamente no Brasil, a ação das Forças Armadas no desenvolvimento da Ciência e da tecnologia para a solução de problemas bélicos; não se esquece de apreciar o incremento da tecnologia nas telecomunicações, na produção de energia e na informática.Buscando as causas do “atraso” científico e tecnológico da Península Ibérica e da América Latina – de sua pobreza, por conseqüência – os autores analisam o papel da filosofia escolástica hispânica e o da ação educativa da Companhia de Jesus.Por fim, ressalta-se a ação de grande importância da educação no incremento tecnológico do nosso país, em contraposição ao estágio em que se encontra a indústria nacional no que respeita à tecnologia. Aponta a obra perspectivas ao desenvolvimento tecnológico de nossa indústria, é à necessária competitividade desta pela atuação de um tipo de profissional: o Tecnólogo. Nele, vêem os autores o elemento que, graças à formação superior de base científica indissociável da prática profissionalizante, representa o recurso humano indispensável para responder ao desafio de modernização tecnológica do país, por sua capacitação para atuar no setor produtivo, na pesquisa e em laboratórios de ensaio.Tem o livro o inegável mérito (entre tantos outros) de uma pesquisa que transcende o mero historicismo de matriz cronológica; é antes, trabalho que com fôlego, fornece  claros indicadores para a compreensão daquilo que é essencial nas atividades técnicas e tecnológicas no Brasil, em diversas épocas.", 1994, Milton Vargas, 412, 85-7139-072-X, Português,http://arquivos.biblioceeteps.com.br/d/753.jpg?v=200727091000&w=320,1,1,1
V293b,Borboletas da alma," Com sua peculiar e famosa maneira de tratar assuntos científicos de uma maneira muito acessível para leigos, o médico e escritor Dráuzio Varella, faz ligações entre o comportamento humano e a natureza bioquímica dos fenômenos neurológicos.O volume apresenta uma coletânea de artigos sobre o cérebro e seu ainda misterioso funcionamento. O autor dividiu e organizou os textos em cinco capítulos: ""Evolução""; ""Dia-a-dia""; ""A Saúde no Cotidiano""; ""Drogas""; ""Vida e Morte"".O título do livro, ""Borboletas da Alma"", é baseado na declaração poética sobre os neurônios do anatomista ganhador do Nobel de medicina Santiago Ramón y Cajal: ""são as misteriosas borboletas da alma"".", 2006, Drauzio Varella e Revisão: Roberta Vaiano; Otacílio Nunes , 387, 85-3590-915-X, Português,http://arquivos.biblioceeteps.com.br/d/23012.jpg?v=201429080347&w=320,1,1,1
B913a,Análise da enfermagem no ambulatório," Meticulosa pesquisa que inclui leis e decretos que tratam da operação dos complexos hospitalares – hospital, ambulatório, pronto-socorro, pronto-atendimento e postos de saúde, reconhecidos e estruturados a partir de legislação de 1990. A pesquisa mostra, ainda, os esforços da enfermagem no Brasil, para acompanhar esses avanços e a eles de adequar.", 2000, Sônia Maria Brutscher, 236, 85-2300-565-X, Português,http://arquivos.biblioceeteps.com.br/d/4472.jpg?v=201124020330&w=320,1,1,1
C871m,"Menstruação, a sangria inútil"," Neste livro, para o qual fez uma pesquisa exaustiva sobre a menstruação desde a Pré-História, o autor defende a tese de que a menstruação é uma sangria inútil, propondo a revisão de conceitos seculares. É convicção generalizada, inclusive no meio médico, de que a menstruação é um mecanismo purificador, indispensável para a saúde da mulher. Culturalmente, também é vista como sinônimo de feminilidade, fertilidade e juventude. Esquecem-se, diz o dr. Elsimar, as doenças decorrentes da menstruação, como endometriose, tensão pré-menstrual e anemia, que poderiam ser sanadas com sua supressão. Um livro que abre um amplo leque de discussões a respeito de um tema palpitante, merecedor de uma releitura sob a ótica dos avanços da medicina.", 1996, Elsimar  Coutinho, 212, 85-7312-085-1, Português,http://arquivos.biblioceeteps.com.br/d/23211.jpg?v=201429080333&w=320,1,1,1
L992c,Como Iniciar Uma Indústria Farmacêutica,, 1981,"  	Coordenação: Engº Mário Souto Lyra;, Tecnologia: Farm. José Mathias; e Colaboração: Gina dos Anjos Vieira", 67,, Português,http://arquivos.biblioceeteps.com.br/d/31273.jpg?v=201430061131&w=320,1,1,1
F518h,Hidro Cinesio Terapia," Cada vez mais os fisioterapeutas utilizam a hidrocinesioterapia no seu trabalho de recuperação física dos pacientes. Esse livro oferece claras explicações sobre as técnicas de sua utilização, com muitas fotografias ilustrativas das maneiras apropriadas de se proceder a esse tratamento. Destina-se especialmente a profissionais e estudiosos dessas técnicas terapêuticas. Os autores são supervisores e professores da especialidade na Universidade do Sagrado Coração, em Bauru, SP.", 2002, Alexandre Fiorelli e Eduardo Aguilar Arca, 104, 85-7060-097-6, Português,http://arquivos.biblioceeteps.com.br/d/11803.jpg?v=201317120139&w=320,1,1,1
Z71c,Como Trabalhamos com Grupos," Pedagogia: Educação. Grupos de trabalho. Grupoterapia. Ação docente. Psicologia. Psicanálise. Psicoterapia. Grupos terapêuticos. Técnicas psicoterápicas. Coordenador de grupo. Família. Turmas e gangues de adolescentes. Sistemas sociais. Instituições. Grupos operativos, comunitários, de auto-ajuda. Laboratório terapêutico. Psicodrama. Pacientes somáticos. Portadores de transtornos alimentares. Alcoolistas. Drogadictos. Deprimidos. Autistas. Pacientes internados e egressos. Casal. Gestantes. Crianças. Adolescentes. Idosos. Grupos na área do ensino e aprendizagem. Grupos na área institucional.", 1997, David E. Zimerman e  Luiz Carlos Osorio, 424, 85-7307-212-1, Português,http://arquivos.biblioceeteps.com.br/d/31321.jpg?v=201430060213&w=320,1,1,1
R825a,Aplicações das técnicas Taguchi na engenharia da qualidade,, 1991," Ross, Phillip J.", 333,, Português,http://arquivos.biblioceeteps.com.br/d/22128.jpg?v=201430061204&w=320,1,1,1
G985i,The international consultant,, 1976, H. Peter Guttmann , 193, 00-7025-306-4, Português,http://arquivos.biblioceeteps.com.br/d/22109.jpg?v=201408080227&w=320,1,1,1
B415r,Resistência dos Materiais," Neste livro o estudo da mecânica dos materiais está baseado no entendimento de alguns conceitos básicos e no uso de modelos simplificados. Cada capítulo começa com uma seção introdutória falando sobre o seu propósito e objetivo e descrevendo, com termos simples, o assunto a ser discutido, bem como sua aplicação na solução dos problemas práticos. O texto foi dividido em capítulos, cada um consistindo de uma ou de várias seções teóricas seguidas por problemas resolvidos e por um grande número de problemas propostos. Tópicos adicionais, tais como tensões residuais, torção em barras não-circulares e de paredes finas, flexão de vigas curvas, tensões de cisalhamento em peças assimétricas ou com carregamento assimétrico e critérios de ruptura foram incluídos em seções opcionais para uso em cursos que enfoquem esses pontos.", 1995, Ferdinand P. Beer e E. Russell Jr. Johnston, 1255,, Português,http://arquivos.biblioceeteps.com.br/d/18579.jpg?v=201419030341&w=320,1,1,1
M791i,Introdução a sistemas de energia elétrica," Um dos estados realizados com maior freqüência tanto na operação como no planejamento de redes de transmissão de energia elétrica, ou seja, um modelo no qual são ignoradas as variações com o tempo. Nesses estudos, em geral são consideradas conhecidas as gerações e as demandas para um dado cenário, e são calculadas as tensões e os fluxos de potencia de rede. O sistema elétrico é modelado através de seus componentes principais, como por exemplo, linhas de transmissão, transformadores, cargas e geradores. Este livro trata da modelagem desses componentes visando sua utilização no calculo de fluxo de carga. A maior parte do livro trata de sistemas de corrente alternada, exceto um capitulo que resume as características de linhas de transmissão em corrente continua.A titulo de ilustração da utilização dos modelos desenvolvidos, um capitulo sobre o calculo de fluxo de carga, com exemplos numéricos, também é apresentado.O material deste livro tem sido utilizado na Faculdade de Engenharia Elétrica e Computação da UNICAMP, em um curso introdutório sobre sistemas de potencia.", 1999, Alcir Monticceli, 251, 85-2680-487-1, Português,http://arquivos.biblioceeteps.com.br/d/1181.jpg?v=200728090828&w=320,1,1,1
P425,Usinas termelétricas de pequeno porte no Estado de São Paulo,, 2001, Equipe Técnica da CSPE - Comissão de Serviços Públicos de Energia, 423, 85-8650-823-3, Português,http://arquivos.biblioceeteps.com.br/d/3061.jpg?v=200727091003&w=320,1,1,1
U85,Usinas termelétricas de pequeno porte no Estado de São Paulo,, 2001, Equipe Técnica da CSPE - Comissão de Serviços Públicos de Energia, 423, 85-8650-823-3, Português,http://arquivos.biblioceeteps.com.br/d/3061.jpg?v=200727091003&w=320,1,1,1
C287i,Introdução à Proteção dos Sistemas Elétricos," Basicamente o assunto é dividido em três partes. Na primeira, foi feita uma introdução à proteção, apresentando um sumário de princípios filosóficos que a caracteriza. Na segunda, apresenta-se o chamado instrumental da proteção, constando de uma descrição sistemática dos relés e redutores de medida. Na terceira parte, apresenta-se as aplicações dos relés aos elementos do sistema, cobrindo o emprego em máquinas rotativas e estáticas, barramentos e linhas, completando-se com um cápitulo referente à coordenação da proteção de sobrecorrente de um sistema. Alguns exemplos númericos foram selecionados, buscando fixar os conceitos teóricos, e apresentar ainda no final dos capítulos exercícios a serem resolvidos. Por último, em diversas oportunidades os assuntos cuja complementação é feita em cursos mais avançados.", 1977, Amadeu C. Caminha, 211, 978-85-2120-136-6, Português,http://arquivos.biblioceeteps.com.br/d/62291.jpg?v=201513051218&w=320,1,1,1
T631s,Sistemas Digitais," Considerado um clássico da área, sistemas digitais sempre se destacou por abordar tanto os temas clássicos como as novidades da área de maneira objetiva e didática, primando pelo aprendizado. E, nesta 11ª edição, isso não é diferente.Por meio de uma linguagem clara, repleta de exemplos resolvidos, questões para revisão e problemas/exercícios, o livro aborda temas atuais - como a programação de PLDs e a introdução às linguagens de descrição de hardware, inclusive VHDL -, sem deixar de lado tópicos tradicionais, abordando o uso de magafunções e blocos de construção fundamentais.", 2011, Ronald J. Tocci, 819, 978-85-7605-922-6, Português,http://arquivos.biblioceeteps.com.br/d/18214.jpg?v=201403060206&w=320,1,1,1
Z46a,Automatic Control Systems,, 1972," Zeines, Ben e  Ben", 222, 01-3055-038-8, Inglês,,1,1,1
E45c,C language algorithms for digital signal processing,, 1991," Embree, Paul M; Kimble, Bruce,  Paul M; Kimble e  Bruce", 456, 01-3133-406-9, Inglês,http://arquivos.biblioceeteps.com.br/d/22140.jpg?v=201819121002&w=320,1,1,1
P654g,Guia Completo de Cabeamento de Redes," Este livro aborda, de forma simples e objetiva, as diversas questões relacionadas aos projetos de cabeamento de redes. São apresentadas várias informações práticas sobre os sistemas de cabeamento estruturado, incluindo características básicas dos cabos e acessórios mais utilizados, normas e técnicas empregadas na instalação do cabeamento e orientações sobre os detalhes mais técnicos para a elaboração de projetos de sistemas estruturados. Por meio de ilustrações, diagramas e tabelas, são abordadas as características e topologias das redes estruturadas e as suas principais aplicações na automação de prédios, residências e plantas industriais. Seu objetivo é servir como uma fonte de referência e uma obra de consulta permanente para os estudantes e os profissionais da área de redes que desejam ampliar seus conhecimentos sobre sistemas de cabeamento e que estão preocupados em acompanhar a constante evolução das tecnologias.", 2003, José Maurício S. Pinheiro, 239, 978-85-3521-304-1, Português,http://arquivos.biblioceeteps.com.br/d/20946.jpg?v=201417040705&w=320,1,1,1
T693m,Montagem de Micros," Seja você um usuário comum querendo economizar dinheiro, um estudante da área ou um profissional tentando entrar no mercado para ganhar dinheiro montando computadores, Montagem de Micros - 2ª Edição é o único livro que você precisará ler para aprender a montar um computador moderno com sucesso. Entre outros assuntos, você aprenderá lendo este livro: -Quais peças comprar para montar um computador, incluindo diversas dicas de onde economizar e onde não economizar. -Como montar um computador moderno 'do zero' com instruções detalhadas passo a passo, mesmo que você não tenha nenhum conhecimento prévio sobre o assunto. -Inclui as últimas tecnologias da área, tais como discos rígidos SATA-600 (SATA 6G), processadores de dois a oito núcleos, memórias DDR3, unidades SSD e muito mais. -Aprenda a instalar placas de vídeo nos modos SLI, CrossFireX, PhysX e Virtu Universal MVP. -Quais ferramentas usar e cuidados para evitar a eletricidade estática. -Como configurar um arranjo RAID ou Rapid Response para aumentar o desempenho e/ou a confiabilidade do sistema de armazenamento. -Como atualizar o BIOS do seu computador. -Como instalar e configurar o Windows 7 e o Windows 8. -Como testar o computador que você montou para ter certeza de que ele está funcionando bem.", 2015, Gabriel Torres, 407, 978-85-6189-324-8, Português,http://arquivos.biblioceeteps.com.br/d/62229.jpg?v=201512050648&w=320,1,1,1
V331m,Manutenção de Micros na Prática," Este livro foi desenvolvido para ser usado por usuários, estudantes de infromática e para especialização de técnicos.Seu enfoque é a solução de defeitos baseada no entendimento do funcionamento do micro. Quanto maior é o entendimento sobre o micro, mais fácil é entender a lógica de um problema e chegar à solução. Não basta simplesmente formatar o HD e reinstalar tudo, ou partir para o troca-troca de peças, como muitos fazem. Essas técnicas básicas também são ensinadas, mas também mostramos técnicas avançadas que permitirão ir diretamente ao ponto onde está o problema, sem precisar partir para soluções radicais.", 2014, Laércio Vasconcelos , 834, 978-85-8677-020-3, Português,http://arquivos.biblioceeteps.com.br/d/78259.jpg?v=201511110400&w=320,1,1,1
C737c,Coletânea da Legislação Sobre Mineração,, 1993, Cvrd, 1180, 85-8537-711-9, Português,http://arquivos.biblioceeteps.com.br/d/40007.jpg?v=201401090241&w=320,1,1,1
C737d,Debates Parlamentares Sobre Mineração,, 1993, Cvrd, 656, 85-8537-708-9, Português,http://arquivos.biblioceeteps.com.br/d/40003.jpg?v=201401090227&w=320,1,1,1
C737g,Guia Bibliográfico para a História da Mineração no Brasil,, 1993, Cvrd, 390, 85-8537-709-7, Português,http://arquivos.biblioceeteps.com.br/d/40001.jpg?v=201401090220&w=320,1,1,1
